1.693952798843383789e+00,-3.134253978729248047e+00,8.033586740493774414e-01,-9.761394001543521881e-03,-1.873413845896720886e-02,-7.051039934158325195e-01,7.087891697883605957e-01,-1.025263741612434387e-01,8.381581306457519531e-02,1.795711517333984375e-01,3.357380926609039307e-01,-1.927864104509353638e-01,-1.056253723800182343e-02,3.443985478952527046e-03,-2.338728755712509155e-01,-4.724463522434234619e-01,2.782649993896484375e-01,-2.497460842132568359e-01,1.101019755005836487e-01,-1.125902980566024780e-01,-1.854827068746089935e-02,1.579345762729644775e-01,-2.693886160850524902e-01,1.563563108444213867e+00,-3.136771321296691895e-01,1.020852088928222656e+00,-2.770065367221832275e-01,1.719367057085037231e-01,6.826187372207641602e-01,-9.257874637842178345e-02,-1.481833577156066895e+00,-2.165954858064651489e-01,8.947861194610595703e-01,-2.201763540506362915e-01,2.346006035804748535e-01,-3.935879766941070557e-01
1.694070935249328613e+00,-3.134143590927124023e+00,8.027135729789733887e-01,-2.183951437473297119e-02,-2.552045695483684540e-02,-7.456976175308227539e-01,6.654373407363891602e-01,-5.151361227035522461e-02,1.350383162498474121e-01,2.930612266063690186e-01,3.721047043800354004e-01,-2.475923448801040649e-01,-2.737038210034370422e-02,-3.104090131819248199e-02,-2.005849480628967285e-01,-3.438168466091156006e-01,3.244715332984924316e-01,-2.718366682529449463e-01,9.666266292333602905e-02,-2.628783881664276123e-02,-1.377914380282163620e-02,1.919513791799545288e-01,-1.537419259548187256e-01,1.569472551345825195e+00,-1.978033483028411865e-01,1.080332040786743164e+00,-3.341937065124511719e-01,6.184650957584381104e-02,7.110783457756042480e-01,-1.832416355609893799e-01,-1.480462670326232910e+00,-1.332378685474395752e-01,9.477348327636718750e-01,-2.040577381849288940e-01,1.553581655025482178e-01,-4.378094375133514404e-01
1.694281458854675293e+00,-3.133734226226806641e+00,8.028333783149719238e-01,-2.354297041893005371e-02,-2.663679979741573334e-02,-7.580896615982055664e-01,6.511806249618530273e-01,-3.507232666015625000e-02,1.473106443881988525e-01,3.311521112918853760e-01,3.724829554557800293e-01,-2.556565999984741211e-01,-3.149246424436569214e-02,-4.408323764801025391e-02,-1.895494014024734497e-01,-3.045760095119476318e-01,3.318033218383789062e-01,-2.715481221675872803e-01,9.247676283121109009e-02,8.325044997036457062e-03,-1.270282827317714691e-02,1.988910883665084839e-01,-1.437063515186309814e-01,1.571771144866943359e+00,-1.879613250494003296e-01,1.092957615852355957e+00,-3.364148437976837158e-01,4.623649269342422485e-02,7.076070904731750488e-01,-1.917937099933624268e-01,-1.479915976524353027e+00,-1.284436881542205811e-01,9.608114361763000488e-01,-2.036184817552566528e-01,1.389665007591247559e-01,-4.393421113491058350e-01
1.694448828697204590e+00,-3.133344650268554688e+00,8.031700849533081055e-01,-2.335108257830142975e-02,-2.628649957478046417e-02,-7.616627216339111328e-01,6.470190286636352539e-01,-3.091658279299736023e-02,1.499077081680297852e-01,3.421604335308074951e-01,3.680297434329986572e-01,-2.549870312213897705e-01,-3.221308812499046326e-02,-4.794419184327125549e-02,-1.853233575820922852e-01,-2.935948669910430908e-01,3.283827900886535645e-01,-2.679198980331420898e-01,9.113089740276336670e-02,1.752525940537452698e-02,-1.277175545692443848e-02,1.998530924320220947e-01,-1.376821547746658325e-01,1.572060585021972656e+00,-1.803176701068878174e-01,1.094071626663208008e+00,-3.349448442459106445e-01,4.444484040141105652e-02,7.101641893386840820e-01,-1.966714113950729370e-01,-1.478178262710571289e+00,-1.273430287837982178e-01,9.637076854705810547e-01,-2.036008536815643311e-01,1.363760381937026978e-01,-4.392939507961273193e-01
1.694539546966552734e+00,-3.132965326309204102e+00,8.035773634910583496e-01,-2.293179742991924286e-02,-2.559337019920349121e-02,-7.628823518753051758e-01,6.456235051155090332e-01,-2.969038113951683044e-02,1.504894345998764038e-01,3.457262814044952393e-01,3.626306354999542236e-01,-2.524707019329071045e-01,-3.222006186842918396e-02,-4.877638444304466248e-02,-1.825723648071289062e-01,-2.902311682701110840e-01,3.221403360366821289e-01,-2.637643218040466309e-01,9.037391841411590576e-02,1.953525841236114502e-02,-1.280927192419767380e-02,1.994977146387100220e-01,-1.323346793651580811e-01,1.571228861808776855e+00,-1.730488687753677368e-01,1.091277360916137695e+00,-3.341054916381835938e-01,4.300555214285850525e-02,7.146096825599670410e-01,-1.987488567829132080e-01,-1.475776791572570801e+00,-1.279490888118743896e-01,9.627791643142700195e-01,-2.017893493175506592e-01,1.344535350799560547e-01,-4.421591460704803467e-01
1.694562911987304688e+00,-3.132607460021972656e+00,8.039926290512084961e-01,-2.249382250010967255e-02,-2.486418187618255615e-02,-7.633924484252929688e-01,6.450641155242919922e-01,-2.903613634407520294e-02,1.504929065704345703e-01,3.471288979053497314e-01,3.567847311496734619e-01,-2.494030445814132690e-01,-3.211516141891479492e-02,-4.861258342862129211e-02,-1.802951842546463013e-01,-2.891195714473724365e-01,3.153605163097381592e-01,-2.596878707408905029e-01,8.976633101701736450e-02,1.954642683267593384e-02,-1.283046416938304901e-02,1.986983120441436768e-01,-1.272594332695007324e-01,1.569740056991577148e+00,-1.653700768947601318e-01,1.086644172668457031e+00,-3.312266469001770020e-01,4.266892001032829285e-02,7.188016772270202637e-01,-1.983767747879028320e-01,-1.473047137260437012e+00,-1.302401572465896606e-01,9.600316286087036133e-01,-2.017935216426849365e-01,1.330563724040985107e-01,-4.439892470836639404e-01
1.694535851478576660e+00,-3.132278680801391602e+00,8.043893575668334961e-01,-2.203700877726078033e-02,-2.416501753032207489e-02,-7.636239528656005859e-01,6.448324918746948242e-01,-2.849456667900085449e-02,1.502034664154052734e-01,3.477043211460113525e-01,3.507220745086669922e-01,-2.461505979299545288e-01,-3.200658783316612244e-02,-4.817995056509971619e-02,-1.783514469861984253e-01,-2.888836562633514404e-01,3.088364303112030029e-01,-2.559214234352111816e-01,8.924438059329986572e-02,1.881751418113708496e-02,-1.282454468309879303e-02,1.976474374532699585e-01,-1.225309818983078003e-01,1.568262577056884766e+00,-1.597816646099090576e-01,1.082271099090576172e+00,-3.273291885852813721e-01,4.170368239283561707e-02,7.224159240722656250e-01,-1.962021887302398682e-01,-1.470343112945556641e+00,-1.330986768007278442e-01,9.569561481475830078e-01,-2.006122022867202759e-01,1.327404975891113281e-01,-4.466404020786285400e-01
1.694479227066040039e+00,-3.131989955902099609e+00,8.047652244567871094e-01,-2.155332639813423157e-02,-2.348487265408039093e-02,-7.637052536010742188e-01,6.447776556015014648e-01,-2.804053202271461487e-02,1.497430056333541870e-01,3.478395342826843262e-01,3.446341753005981445e-01,-2.428683638572692871e-01,-3.190470114350318909e-02,-4.765452444553375244e-02,-1.766972243785858154e-01,-2.892466485500335693e-01,3.026204705238342285e-01,-2.524502575397491455e-01,8.882360160350799561e-02,1.747635938227176666e-02,-1.259238272905349731e-02,1.963432133197784424e-01,-1.176499649882316589e-01,1.566746950149536133e+00,-1.550155431032180786e-01,1.078592419624328613e+00,-3.241564631462097168e-01,3.991151973605155945e-02,7.250361442565917969e-01,-1.941782683134078979e-01,-1.467680454254150391e+00,-1.373520195484161377e-01,9.542250037193298340e-01,-2.002802938222885132e-01,1.337650269269943237e-01,-4.487963318824768066e-01
1.694406628608703613e+00,-3.131746530532836914e+00,8.051521182060241699e-01,-2.105725556612014771e-02,-2.281360141932964325e-02,-7.636654973030090332e-01,6.448652148246765137e-01,-2.751235663890838623e-02,1.491608321666717529e-01,3.477607965469360352e-01,3.382908999919891357e-01,-2.394519895315170288e-01,-3.181383758783340454e-02,-4.683325812220573425e-02,-1.752545684576034546e-01,-2.900884449481964111e-01,2.962272167205810547e-01,-2.490110546350479126e-01,8.846841007471084595e-02,1.571497879922389984e-02,-1.210092846304178238e-02,1.947332173585891724e-01,-1.150045692920684814e-01,1.564786076545715332e+00,-1.519134044647216797e-01,1.075738191604614258e+00,-3.212201297283172607e-01,3.830406069755554199e-02,7.262461185455322266e-01,-1.941151022911071777e-01,-1.464953064918518066e+00,-1.429767310619354248e-01,9.526473879814147949e-01,-2.022869735956192017e-01,1.358592212200164795e-01,-4.480576515197753906e-01
1.694324851036071777e+00,-3.131557941436767578e+00,8.055860996246337891e-01,-2.053563669323921204e-02,-2.213650010526180267e-02,-7.635303735733032227e-01,6.450655460357666016e-01,-2.667754888534545898e-02,1.483557373285293579e-01,3.475178182125091553e-01,3.311375379562377930e-01,-2.356272935867309570e-01,-3.172459825873374939e-02,-4.551391676068305969e-02,-1.737804710865020752e-01,-2.913141250610351562e-01,2.890313565731048584e-01,-2.452590614557266235e-01,8.824326843023300171e-02,1.390405185520648956e-02,-1.144148502498865128e-02,1.928096860647201538e-01,-1.147054359316825867e-01,1.562471032142639160e+00,-1.499429196119308472e-01,1.072788953781127930e+00,-3.180219531059265137e-01,3.787590190768241882e-02,7.249931693077087402e-01,-1.963554024696350098e-01,-1.463273882865905762e+00,-1.455108672380447388e-01,9.536532163619995117e-01,-2.007113993167877197e-01,1.372321844100952148e-01,-4.451335668563842773e-01
